"","bin","completeness","contamination","GC","lineage","N50","size","binner","score","classification","fastani_reference","fastani_reference_radius","fastani_taxonomy","fastani_ani","fastani_af","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references.genome_id.species_name.radius.ANI.AF.","msa_percent","translation_table","red_value","warnings","Domain","Phylum","Class","Order","Family","Genus","Species","bestClassification","bestClassificationRank","sample","Name","Type","Location","Niche","LocaNiche","location.and.niche","Micro.niche","count16S","status16S","classification16S","classification16S.DB","classification16S.rank1","classification16S.rank2","classification16S.rank3","classification16S.rank4","classification16S.rank5","classification16S.rank6","classification16S.rank7","classification16S.rank8","LR_sed_top_R1.fastq.Relative.Abundance....","LR_sed_top_R1.fastq.Mean","LR_sed_top_R1.fastq.Variance","LR_sed_top_R1.fastq.RPKM","LR_sed_top_R1.fastq.TPM","LR_sed_bottom_R1.fastq.Relative.Abundance....","LR_sed_bottom_R1.fastq.Mean","LR_sed_bottom_R1.fastq.Variance","LR_sed_bottom_R1.fastq.RPKM","LR_sed_bottom_R1.fastq.TPM","AB2_sed_top_R1.fastq.Relative.Abundance....","AB2_sed_top_R1.fastq.Mean","AB2_sed_top_R1.fastq.Variance","AB2_sed_top_R1.fastq.RPKM","AB2_sed_top_R1.fastq.TPM","AB2_sed_bottom_R1.fastq.Relative.Abundance....","AB2_sed_bottom_R1.fastq.Mean","AB2_sed_bottom_R1.fastq.Variance","AB2_sed_bottom_R1.fastq.RPKM","AB2_sed_bottom_R1.fastq.TPM","AB2_mat_1_R1.fastq.Relative.Abundance....","AB2_mat_1_R1.fastq.Mean","AB2_mat_1_R1.fastq.Variance","AB2_mat_1_R1.fastq.RPKM","AB2_mat_1_R1.fastq.TPM","AB2_mat_2_R1.fastq.Relative.Abundance....","AB2_mat_2_R1.fastq.Mean","AB2_mat_2_R1.fastq.Variance","AB2_mat_2_R1.fastq.RPKM","AB2_mat_2_R1.fastq.TPM","AB2_wall_1_R1.fastq.Relative.Abundance....","AB2_wall_1_R1.fastq.Mean","AB2_wall_1_R1.fastq.Variance","AB2_wall_1_R1.fastq.RPKM","AB2_wall_1_R1.fastq.TPM","AB2_wall_2_R1.fastq.Relative.Abundance....","AB2_wall_2_R1.fastq.Mean","AB2_wall_2_R1.fastq.Variance","AB2_wall_2_R1.fastq.RPKM","AB2_wall_2_R1.fastq.TPM","AB2_WF_1_R1.fastq.Relative.Abundance....","AB2_WF_1_R1.fastq.Mean","AB2_WF_1_R1.fastq.Variance","AB2_WF_1_R1.fastq.RPKM","AB2_WF_1_R1.fastq.TPM","LR_WF_2_R1.fastq.Relative.Abundance....","LR_WF_2_R1.fastq.Mean","LR_WF_2_R1.fastq.Variance","LR_WF_2_R1.fastq.RPKM","LR_WF_2_R1.fastq.TPM"
"AB2_mat_c_bin.34","AB2_mat_c_bin.34",98.04,0.434,0.622,"Alphaproteobacteria",75783,3130561,"binsBC",68.3682008368201,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Aquisediminimonas;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016704425.1, s__Aquisediminimonas sp016704425, 95.0, 80.65, 0.54; GCF_019443285.1, s__Aquisediminimonas profunda, 95.0, 80.07, 0.498; GCA_005518185.1, s__Aquisediminimonas godavariana, 95.0, 78.25, 0.321; GCA_016714795.1, s__Aquisediminimonas sp016714795, 95.0, 77.88, 0.266; GCA_903839675.1, s__Aquisediminimonas sp903839675, 95.0, 77.41, 0.218; GCA_903958285.1, s__Aquisediminimonas sp903958285, 95.0, 77.31, 0.213; GCA_009920915.1, s__Aquisediminimonas sp009920915, 95.0, 77.2, 0.139; GCA_024645025.1, s__Aquisediminimonas sp024645025, 95.0, 77.18, 0.243; GCA_009923795.1, s__Aquisediminimonas sp009923795, 95.0, 76.95, 0.17; GCA_945860425.1, s__Aquisediminimonas paucimobilis_A, 95.0, 76.93, 0.181; GCA_018970965.1, s__Aquisediminimonas sp018970965, 95.0, 76.85, 0.163; GCA_002478575.1, s__Aquisediminimonas sp002478575, 95.0, 76.82, 0.117",95.43,11,"0.96672","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Aquisediminimonas","","Aquisediminimonas","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78529793,45.210583,310.23764,3.8994315,12728.106,1.0132005,58.511272,441.13715,4.8076015,15779.87,0.012788491,0.47718573,1.0424461,0.7851053,2676.9094,0.010924181,0.3872447,0.84014666,0.5914426,2093.1384,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.35","AB2_mat_c_bin.35",76,4.395,0.514,"Bacteria",5715,1730381,"binsAC",14.0871177015755,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JAJTHB01;s__","N/A","N/A","N/A","N/A","N/A","GCA_021299465.1","95.0","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JAJTHB01;s__JAJTHB01 sp021299465","76.61","0.182","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SXRF01;g__JAJTHB01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",64.17,11,"0.8863","N/A","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SXRF01","JAJTHB01","","JAJTHB01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08700736,5.0091224,10.472223,0.42545304,1388.7179,0.09163809,5.2920046,10.107607,0.42667443,1400.4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.37","AB2_mat_c_bin.37",81.76,1.785,0.349,"Bacteria",3829,1933643,"binsC",29.3572710951526,"d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAMLIO01;g__JAMLIO01;s__","N/A","N/A","N/A","N/A","N/A","GCA_023954155.1","95.0","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAMLIO01;g__JAMLIO01;s__JAMLIO01 sp023954155","76.28","0.052","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAMLIO01;g__JAMLIO01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",72.55,11,"0.87535","N/A","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JAMLIO01","JAMLIO01","","JAMLIO01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07064244,4.066973,20.122887,0.34221193,1117.0118,0.07730323,4.4641814,13.8081665,0.35723135,1172.5317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.38","AB2_mat_c_bin.38",89.69,6.885,0.552,"Betaproteobacteria",5302,1941069,"binsA",11.3747622067216,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",73.88,11,"0.86677","N/A","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","","","Methylophilaceae","Family","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15436575,8.887029,23.96948,0.7532503,2458.679,0.09735622,5.622221,14.341573,0.45367,1489.0701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.39","AB2_mat_c_bin.39",96.38,0.873,0.594,"Alphaproteobacteria",15830,3419050,"binsA",51.45755472504,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__DMER01;s__","N/A","N/A","N/A","N/A","N/A","GCA_003451645.1","95.0","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__DMER01;s__DMER01 sp003451645","76.71","0.149","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__DMER01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",90.92,11,"0.89798","N/A","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","DMER01","","DMER01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112907015,6.5001974,14.020971,0.55603933,1814.9645,0.11978367,6.9173822,14.03171,0.56335485,1849.0854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.4","AB2_mat_c_bin.4",95.37,1.8,0.563,"Bacteria",29990,2534869,"binsA",34.0607142857143,"d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAFLBD01;s__","N/A","N/A","N/A","N/A","N/A","GCA_022842565.1","95.0","d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAFLBD01;s__JAFLBD01 sp022842565","76.61","0.023","d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__JAFLBD01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017303935.1, s__JAFLBD01 sp017303935, 95.0, 77.84, 0.049; GCA_016788585.1, s__JAFLBD01 sp016788585, 95.0, 77.54, 0.042; GCA_020849075.1, s__JAFLBD01 sp020849075, 95.0, 77.0, 0.023; GCA_020850835.1, s__JAFLBD01 sp020850835, 95.0, 75.94, 0.027",86.69,11,"0.89208","N/A","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","JAFLBD01","","JAFLBD01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19856115,11.431414,26.41633,0.9803985,3200.111,0.33022436,19.070112,44.942196,1.5564252,5108.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.40","AB2_mat_c_bin.40",82.92,2.359,0.464,"Bacteroidetes",8672,4664496,"binsAB",24.6859184281036,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__","ANI","classification based on placement in class-level tree","GCA_016708875.1, s__M3007 sp016708875, 95.0, 78.02, 0.348; GCA_014379065.1, s__M3007 sp014379065, 95.0, 77.97, 0.264; GCA_022842255.1, s__M3007 sp022842255, 95.0, 77.8, 0.273; GCA_017303475.1, s__M3007 sp017303475, 95.0, 76.97, 0.168; GCA_003448025.1, s__M3007 sp003448025, 95.0, 76.8, 0.123; GCA_016787545.1, s__M3007 sp016787545, 95.0, 76.63, 0.136; GCA_020850025.1, s__M3007 sp020850025, 95.0, 76.52, 0.141; GCA_016719605.1, s__M3007 sp016719605, 95.0, 76.28, 0.045; GCA_903933805.1, s__M3007 sp903933805, 95.0, 76.26, 0.052; GCA_018969455.1, s__M3007 sp018969455, 95.0, 76.12, 0.04; GCA_016713985.1, s__M3007 sp016713985, 95.0, 76.07, 0.081; GCA_016712415.1, s__M3007 sp016712415, 95.0, 76.06, 0.06; GCA_019187225.1, s__M3007 sp019187225, 95.0, 76.05, 0.077; GCA_020636045.1, s__M3007 sp020636045, 95.0, 76.02, 0.04; GCA_020847425.1, s__M3007 sp020847425, 95.0, 76.02, 0.088; GCA_016787465.1, s__M3007 sp016787465, 95.0, 76.01, 0.052; GCA_016711435.1, s__M3007 sp016711435, 95.0, 75.97, 0.093; GCA_021298575.1, s__M3007 sp021298575, 95.0, 75.96, 0.03; GCA_023151335.1, s__M3007 sp023151335, 95.0, 75.95, 0.036; GCA_016719895.1, s__M3007 sp016719895, 95.0, 75.91, 0.04; GCA_020636025.1, s__M3007 sp020636025, 95.0, 75.9, 0.04; GCA_016710765.1, s__M3007 sp016710765, 95.0, 75.89, 0.03; GCA_022844265.1, s__M3007 sp022844265, 95.0, 75.88, 0.092; GCA_903905445.1, s__M3007 sp903905445, 95.0, 75.87, 0.054; GCA_019638455.1, s__M3007 sp019638455, 95.0, 75.85, 0.05; GCA_006226345.1, s__M3007 sp006226345, 95.0, 75.76, 0.018; GCA_020852155.1, s__M3007 sp020852155, 95.0, 75.73, 0.052; GCA_016787285.1, s__M3007 sp016787285, 95.0, 75.72, 0.043; GCA_016787415.1, s__M3007 sp016787415, 95.0, 75.72, 0.076; GCA_013297575.1, s__M3007 sp013297575, 95.0, 75.7, 0.032; GCA_020636075.1, s__M3007 sp020636075, 95.0, 75.67, 0.033; GCA_020160935.1, s__M3007 sp020160935, 95.0, 75.62, 0.083; GCA_017303875.1, s__M3007 sp017303875, 95.0, 75.57, 0.065; GCA_013298845.1, s__M3007 sp013298845, 95.0, 75.56, 0.048; GCA_016716135.1, s__M3007 sp016716135, 95.0, 75.52, 0.038; GCA_020847915.1, s__M3007 sp020847915, 95.0, 75.5, 0.044; GCA_020849825.1, s__M3007 sp020849825, 95.0, 75.49, 0.044; GCA_903836265.1, s__M3007 sp903836265, 95.0, 75.45, 0.033; GCA_020846655.1, s__M3007 sp020846655, 95.0, 75.39, 0.063; GCA_016787345.1, s__M3007 sp016787345, 95.0, 75.38, 0.052; GCA_025055285.1, s__M3007 sp025055285, 95.0, 75.29, 0.013; GCA_903925535.1, s__M3007 sp903925535, 95.0, 75.21, 0.023; GCA_025056735.1, s__M3007 sp025056735, 95.0, 75.14, 0.015",60.14,11,"0.98274","N/A","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","M3007","","M3007","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";","rdp","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13087134,7.5344257,22.154364,0.6604094,2155.6372,0.11130967,6.428018,17.75396,0.5319366,1745.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.43","AB2_mat_c_bin.43",91.97,3.086,0.653,"Proteobacteria",11262,2506981,"binsAB",22.508565834557,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Thermithiobacillaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","GCF_000423825.1","95.0","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Thermithiobacillaceae;g__Thermithiobacillus;s__Thermithiobacillus tepidarius","77.6","0.244","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Thermithiobacillaceae;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",64.85,11,"0.78818","N/A","Bacteria","Pseudomonadota","Gammaproteobacteria","Acidithiobacillales","Thermithiobacillaceae","","","Thermithiobacillaceae","Family","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13173258,7.5840096,18.863834,0.65699947,2144.507,0.12355515,7.1351814,16.541874,0.5852188,1920.8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.46","AB2_mat_c_bin.46",97.57,2.352,0.515,"Bacteria",28396,8084689,"binsC",29.1079952267303,"d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__","N/A","N/A","N/A","N/A","N/A","GCA_019636385.1","95.0","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__Aureliella sp019636385","78.68","0.05","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Aureliella;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_020427005.1, s__Aureliella sp020427005, 95.0, 78.98, 0.023; GCF_007752135.1, s__Aureliella helgolandensis, 95.0, 77.33, 0.026; GCA_934255105.1, s__Aureliella sp934255105, 95.0, 77.03, 0.029; GCA_005798335.1, s__Aureliella sp005798335, 95.0, 76.23, 0.02; GCA_020846515.1, s__Aureliella sp020846515, 95.0, 76.18, 0.036; GCA_003501565.1, s__Aureliella sp003501565, 95.0, 76.11, 0.018; GCA_020852965.1, s__Aureliella sp020852965, 95.0, 75.99, 0.034; GCA_002862265.1, s__Aureliella sp002862265, 95.0, 75.97, 0.021; GCA_934278005.1, s__Aureliella sp934278005, 95.0, 75.79, 0.04; GCA_024743355.1, s__Aureliella sp024743355, 95.0, 75.75, 0.022; GCA_003695565.1, s__Aureliella sp003695565, 95.0, 75.67, 0.02; GCA_020426625.1, s__Aureliella sp020426625, 95.0, 75.61, 0.021",82.98,11,"0.959","N/A","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Aureliella","","Aureliella","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24275042,13.975444,318.59778,1.2185106,3977.3303,0.28602836,16.517841,426.42606,1.36403,4477.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.48","AB2_mat_c_bin.48",99.23,2.115,0.453,"Proteobacteria",58736,2703601,"binsA",31.8555377207063,"d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__UBA6016;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",91.92,11,"0.79812","N/A","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","UBA6016","","","UBA6016","Family","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2066321,11.896068,29.488808,1.0259936,3348.9382,0.16645032,9.612333,21.084558,0.7885348,2588.1882,0,0,0,0,0,0,0,0,0,0,0.006148279,1.1969873,16551.547,0.1322821,176.01987,0,0,0,0,0
"AB2_mat_c_bin.49","AB2_mat_c_bin.49",89.54,0.909,0.595,"Bacteria",9757,6002580,"binsB",46.9041382922996,"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__JAEZAF01;s__","N/A","N/A","N/A","N/A","N/A","GCA_023430545.1","95.0","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__JAEZAF01;s__JAEZAF01 sp023430545","76.66","0.128","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__JAEZAF01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",82.44,11,"0.89568","N/A","Bacteria","Chloroflexota","Anaerolineae","Aggregatilineales","Phototrophicaceae","JAEZAF01","","JAEZAF01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10209702,5.8778524,12.301703,0.49849302,1627.127,0.09577432,5.5308676,10.55723,0.4469867,1467.1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.5","AB2_mat_c_bin.5",83.88,1.075,0.407,"Bacteria",6717,3977984,"binsAB",40.4240963855422,"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA4417;g__UBA4417;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA4417;g__UBA4417;s__","ANI","classification based on placement in class-level tree","GCA_903822525.1, s__UBA4417 sp903822525, 95.0, 77.57, 0.166; GCA_903879715.1, s__UBA4417 sp903879715, 95.0, 77.52, 0.207; GCA_903887815.1, s__UBA4417 sp903887815, 95.0, 77.4, 0.153; GCA_903878265.1, s__UBA4417 sp903878265, 95.0, 77.3, 0.157; GCA_903913645.1, s__UBA4417 sp903913645, 95.0, 77.26, 0.161; GCA_903917425.1, s__UBA4417 sp903917425, 95.0, 77.22, 0.137; GCA_002389705.1, s__UBA4417 sp002389705, 95.0, 77.11, 0.147; GCA_020048595.1, s__UBA4417 sp020048595, 95.0, 77.06, 0.138; GCA_903864265.1, s__UBA4417 sp903864265, 95.0, 77.01, 0.092; GCA_903946925.1, s__UBA4417 sp903946925, 95.0, 76.88, 0.185; GCA_016707785.1, s__UBA4417 sp016707785, 95.0, 76.13, 0.034; GCA_016707705.1, s__UBA4417 sp016707705, 95.0, 76.11, 0.045; GCA_022711175.1, s__UBA4417 sp022711175, 95.0, 75.96, 0.044; GCA_013376995.1, s__UBA4417 sp013376995, 95.0, 75.67, 0.049; GCA_015657475.1, s__UBA4417 sp015657475, 95.0, 75.6, 0.049",75.13,11,"0.94587","N/A","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA4417","UBA4417","","UBA4417","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09577441,5.513852,12.4096,0.4701982,1534.7705,0.074606024,4.3084207,8.755694,0.34884515,1145.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.50","AB2_mat_c_bin.50",82.48,1.965,0.603,"Alphaproteobacteria",6802,1906578,"binsAC",27.8178752107926,"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9219;f__RFNS01;g__JAGOHT01;s__","N/A","N/A","N/A","N/A","N/A","GCA_017996055.1","95.0","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9219;f__RFNS01;g__JAGOHT01;s__JAGOHT01 sp017996055","77.32","0.257","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA9219;f__RFNS01;g__JAGOHT01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",76.17,11,"0.90239","N/A","Bacteria","Pseudomonadota","Alphaproteobacteria","UBA9219","RFNS01","JAGOHT01","","JAGOHT01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10470823,6.028184,13.6178665,0.5134138,1675.8302,0.09337171,5.392119,11.112092,0.43644696,1432.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_mat_c_bin.56","AB2_mat_c_bin.56",79.09,11.25,0.406,"Bacteria",3713,2690549,"binsA",6.45632653061225,"d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAGQZY01;g__JACKAL01;s__","N/A","N/A","N/A","N/A","N/A","GCA_020635085.1","95.0","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAGQZY01;g__JACKAL01;s__JACKAL01 sp020635085","79.68","0.049","d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAGQZY01;g__JACKAL01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",56.41,11,"0.8863","Genome has more than 15.0% of markers with multiple hits","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","JAGQZY01","JACKAL01","","JACKAL01","Genus","AB2_mat_c","AB2_mat_c","air bell 2 Mat","air bell 2","Mat","air bell 2 Mat","air bell 2 microbial mat","Mat",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077940494,4.4871316,13.355538,0.38093638,1243.4114,0.10120807,5.8446608,16.560793,0.46997306,1542.5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
